STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,54.73,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,56.39,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,53.05,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,50.52,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,50.55,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,48.51,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,48.12,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,48.42,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,49.74,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,50.44,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,50.14,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,50.51,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,48.73,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,46.16,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,47.98,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,47.48,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,48.1,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,42.51,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,42.31,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,42.19,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,42.24,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,42.23,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,KI,Kiribati,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,41.86,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,19.57,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,19.08,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,18.63,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,18.56,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,18.4,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,18.38,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,16.96,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,15.21,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,14.78,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,13.96,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,13.72,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,12.35,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,12.03,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,12.37,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,11.74,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,11.32,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,11.75,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,11.74,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,11.72,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,11.7,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,11.62,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,11.89,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,11.68,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2000,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2001,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2002,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2003,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2004,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
DATAFLOW,SPC:DF_SDG(3.0),Sustainable Development Goals (all),I,A,Annual,EG_FEC_RNEW,7.2.1 Renewable energy share in the total final energy consumption,MP,Northern Mariana Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,0,,PERCENT,percent,G,Global,E,Estimated,"Energy Balances, UN Statistics Division (2024)",,,,,
